source,source_value,row_count,row_share,scheme,version,mapping_kind,codes,match_type,confidence,notes,source_field,query_text,branch_codes,branch_titles,suggested_kind,suggested_codes,candidate_codes,candidate_titles,candidate_scores,retrieval_score,suggestion_source,review_status,row_count_num,audit_reason,audit_decision,audit_correct_kind,audit_correct_codes,audit_notes
fsq,"[Retail > Pharmacy, Community and Government > Assisted Living, Retail > Drugstore]",1,1.2563350695883995e-06,psic,rev5,,,exact,,,category,retail sale pharmaceutical medical goods,4772,"Retail sale of pharmaceutical and medical goods, cosmetic and toilet articles",SUBTREE,4772,4772|47721|47723|47724|47722,"Retail sale of pharmaceutical and medical goods, cosmetic and toilet articles || Retail sale of prescription and over-the-counter drugs and pharmaceutical goods || Retail sale of medical, orthopedic and dental instruments and supplies || Retail sale of perfumery, cosmetic and toilet articles || Retail sale of non-medicinal wellness and herbal products and supplements",0.591138|0.353173|0.238311|0.134616|0.129968,0.591138,semantic:fsq:retail_pharmacy;retrieval:strong_separated_hit,REVIEW_REQUIRED,1,LOW_FREQUENCY_RANDOM,TOO_NARROW,REVIEW,,Pharmacy branch captures one activity but the combined source value contains another distinct health/retail/social activity.
fsq,"['Retail > Fashion Retail > Children\'s Clothing Store', Retail > Fashion Retail > Shoe Store, Retail > Miscellaneous Store]",1,1.2563350695883995e-06,psic,rev5,,,exact,,,category,retail sale garments clothing apparel,4771,"Retail sale of clothing, footwear and leather articles",EXACT,47711,47711|4771|47719|47712|47713,"Retail sale of garments, clothing, wearing apparel and clothing accessories || Retail sale of clothing, footwear and leather articles || Retail sale of clothing, footwear and leather articles, n.e.c. || Retail sale of footwear || Retail sale of leather goods and travel accessories of leather and leather substitutes",0.697789|0.311996|0.304685|0.244308|0.101870,0.697789,semantic:fsq:retail_clothing;retrieval:strong_separated_hit,REVIEW_REQUIRED,1,LOW_FREQUENCY_RANDOM,TOO_NARROW,REVIEW,,A clothing code matches one label but the combined Foursquare value contains another distinct activity/class.
fsq,"[Retail > Fashion Retail > Clothing Store, Business and Professional Services > Employment Agency]",1,1.2563350695883995e-06,psic,rev5,,,exact,,,category,retail sale garments clothing apparel,4771,"Retail sale of clothing, footwear and leather articles",EXACT,47711,47711|4771|47719|47712|47713,"Retail sale of garments, clothing, wearing apparel and clothing accessories || Retail sale of clothing, footwear and leather articles || Retail sale of clothing, footwear and leather articles, n.e.c. || Retail sale of footwear || Retail sale of leather goods and travel accessories of leather and leather substitutes",0.697789|0.311996|0.304685|0.244308|0.101870,0.697789,semantic:fsq:retail_clothing;retrieval:strong_separated_hit,REVIEW_REQUIRED,1,LOW_FREQUENCY_RANDOM,TOO_NARROW,REVIEW,,A clothing code matches one label but the combined Foursquare value contains another distinct activity/class.
fsq,"[Landmarks and Outdoors > Bike Trail, Sports and Recreation > Skating > Skate Park, Landmarks and Outdoors > Park]",1,1.2563350695883995e-06,psic,rev5,,,exact,,,category,"Landmarks and Outdoors Bike Trail, Sports and Recreation Skating Skate Park, Landmarks and Outdoors Park",,,NOT_ACTIVITY,,,,,,rule:high_precision_non_activity,REVIEW_REQUIRED,1,LOW_FREQUENCY_RANDOM,CORRECT,NOT_ACTIVITY,,Semantically defensible at the proposed PSIC hierarchy level.
fsq,"[Retail > Convenience Store, Retail > Market]",1,1.2563350695883995e-06,psic,rev5,,,exact,,,category,retail selling in convenience stores,4711,"Non-specialized retail sale with food, beverages or tobacco predominating",EXACT,47114,47114|47113|47111|47115|47112,Retail selling in convenience stores || Retail selling in sari-sari stores || Retail selling in groceries || Retail selling in pasalubong stores or centers || Retail selling in supermarkets and hypermarkets,1.000000|0.446025|0.441785|0.432407|0.315958,1.000000,semantic:fsq:retail_convenience;retrieval:strong_separated_hit,REVIEW_REQUIRED,1,STRATIFIED_KIND_SOURCE_FREQ,TOO_NARROW,REVIEW,,Convenience-store code selects one component of a combined source value containing a different retail/service class.
fsq,"[Dining and Drinking > Night Market, Retail > Flea Market]",1,1.2563350695883995e-06,psic,rev5,,,exact,,,category,food and beverage service activities,56,Food and Beverage Service Activities,SUBTREE,56,56|5640|56400|564|56290,Food and Beverage Service Activities || Intermediation service activities for food and beverage services activities || Intermediation service activities for food and beverage services activities || Intermediation service activities for food and beverage services activities || Other food service activities,1.000000|0.669798|0.669798|0.669798|0.442780,1.000000,semantic:fsq:dining;retrieval:strong_separated_hit,REVIEW_REQUIRED,1,LOW_FREQUENCY_RANDOM,TOO_NARROW,REVIEW,,Food-service branch captures one component of a mixed Foursquare source value.
fsq,"[Business and Professional Services > Health and Beauty Service > Spa, 'Health and Medicine > Physician > Doctor\'s Office', Business and Professional Services > Health and Beauty Service]",1,1.2563350695883995e-06,psic,rev5,,,exact,,,category,hairdressing beauty treatment day spa activities,962,"Hairdressing, beauty treatment, day spa and similar activities",SUBTREE,962,962|9622|96220|9621|96211,"Hairdressing, beauty treatment, day spa and similar activities || Beauty care and other beauty treatment activities || Beauty care and other beauty treatment activities || Hairdressing and barber activities || Hairdressing activities, other than barber activities",0.860616|0.466881|0.466881|0.296729|0.262443,0.860616,semantic:fsq:beauty;retrieval:strong_separated_hit,REVIEW_REQUIRED,1,LOW_FREQUENCY_RANDOM,CORRECT,SUBTREE,962,Semantically defensible at the proposed PSIC hierarchy level.
fsq,"[Health and Medicine > Mental Health Service > Mental Health Clinic, Health and Medicine > Physician > Psychiatrist, Health and Medicine > Hospital > Hospital Unit]",1,1.2563350695883995e-06,psic,rev5,,,exact,,,category,hospital activities,861,Hospital activities,SUBTREE,861,861|8611|8612|86129|86111,"Hospital activities || Public hospital activities || Private hospital activities || Private hospital activities, n.e.c. || Public general hospital activities",1.000000|0.759486|0.757450|0.723632|0.642941,1.000000,semantic:fsq:hospital;retrieval:strong_separated_hit,REVIEW_REQUIRED,1,LOW_FREQUENCY_RANDOM,CORRECT,SUBTREE,861,Semantically defensible at the proposed PSIC hierarchy level.
fsq,"[Travel and Transportation > Lodging > Vacation Rental, Community and Government > Residential Building > Apartment or Condo]",1,1.2563350695883995e-06,psic,rev5,,,exact,,,category,accommodation hotels and similar accommodation,,,NOT_ACTIVITY,,,,,,rule:high_precision_non_activity,REVIEW_REQUIRED,1,LOW_FREQUENCY_RANDOM,WRONG_KIND,REVIEW,,A clear economic/service activity is present alongside the non-activity label; the whole combined value should not be forced to NOT_ACTIVITY.
fsq,"[Sports and Recreation > Basketball > Basketball Court, Sports and Recreation > Volleyball Court, Sports and Recreation]",1,1.2563350695883995e-06,psic,rev5,,,exact,,,category,operation of courts for basketball volleyball badminton tennis and pickleball,93112,"Operation of courts for basketball, volleyball, badminton, tennis and pickleball",EXACT,93112,93112,"Operation of courts for basketball, volleyball, badminton, tennis and pickleball",0.961711,0.961711,semantic:fsq:sports_court;retrieval:strong_separated_hit,REVIEW_REQUIRED,1,LOW_FREQUENCY_RANDOM,CORRECT,EXACT,93112,Semantically defensible at the proposed PSIC hierarchy level.
fsq,"[Sports and Recreation > Gym and Studio, Sports and Recreation > Gym and Studio > Gym, Landmarks and Outdoors > Structure]",1,1.2563350695883995e-06,psic,rev5,,,exact,,,category,"Sports and Recreation Gym and Studio, Sports and Recreation Gym and Studio Gym, Landmarks and Outdoors Structure",,,NOT_ACTIVITY,,,,,,rule:high_precision_non_activity,REVIEW_REQUIRED,1,LOW_FREQUENCY_RANDOM,WRONG_KIND,REVIEW,,A clear economic/service activity is present alongside the non-activity label; the whole combined value should not be forced to NOT_ACTIVITY.
fsq,"[Dining and Drinking > Donut Shop, Dining and Drinking > Food Stand, Dining and Drinking > Snack Place]",1,1.2563350695883995e-06,psic,rev5,,,exact,,,category,food and beverage service activities,56,Food and Beverage Service Activities,SUBTREE,56,56|5640|56400|564|56290,Food and Beverage Service Activities || Intermediation service activities for food and beverage services activities || Intermediation service activities for food and beverage services activities || Intermediation service activities for food and beverage services activities || Other food service activities,1.000000|0.669798|0.669798|0.669798|0.442780,1.000000,semantic:fsq:dining;retrieval:strong_separated_hit,REVIEW_REQUIRED,1,LOW_FREQUENCY_RANDOM,CORRECT,SUBTREE,56,Semantically defensible at the proposed PSIC hierarchy level.
fsq,"[Retail > Food and Beverage Retail > Supermarket, Retail > Food and Beverage Retail > Grocery Store, Retail > Convenience Store]",1,1.2563350695883995e-06,psic,rev5,,,exact,,,category,retail selling in convenience stores,4711,"Non-specialized retail sale with food, beverages or tobacco predominating",EXACT,47114,47114|47113|47111|47115|47112,Retail selling in convenience stores || Retail selling in sari-sari stores || Retail selling in groceries || Retail selling in pasalubong stores or centers || Retail selling in supermarkets and hypermarkets,1.000000|0.446025|0.441785|0.432407|0.315958,1.000000,semantic:fsq:retail_convenience;retrieval:strong_separated_hit,REVIEW_REQUIRED,1,STRATIFIED_KIND_SOURCE_FREQ,TOO_NARROW,REVIEW,,Convenience-store code selects one component of a combined source value containing a different retail/service class.
fsq,"[Retail > Fashion Retail > Clothing Store, Retail > Music Store]",1,1.2563350695883995e-06,psic,rev5,,,exact,,,category,retail sale garments clothing apparel,4771,"Retail sale of clothing, footwear and leather articles",EXACT,47711,47711|4771|47719|47712|47713,"Retail sale of garments, clothing, wearing apparel and clothing accessories || Retail sale of clothing, footwear and leather articles || Retail sale of clothing, footwear and leather articles, n.e.c. || Retail sale of footwear || Retail sale of leather goods and travel accessories of leather and leather substitutes",0.697789|0.311996|0.304685|0.244308|0.101870,0.697789,semantic:fsq:retail_clothing;retrieval:strong_separated_hit,REVIEW_REQUIRED,1,LOW_FREQUENCY_RANDOM,TOO_NARROW,REVIEW,,A clothing code matches one label but the combined Foursquare value contains another distinct activity/class.
fsq,"[Retail > Sporting Goods Retail, Retail > Fashion Retail > Clothing Store, Retail > Outlet Store]",1,1.2563350695883995e-06,psic,rev5,,,exact,,,category,retail sale garments clothing apparel,4771,"Retail sale of clothing, footwear and leather articles",EXACT,47711,47711|4771|47719|47712|47713,"Retail sale of garments, clothing, wearing apparel and clothing accessories || Retail sale of clothing, footwear and leather articles || Retail sale of clothing, footwear and leather articles, n.e.c. || Retail sale of footwear || Retail sale of leather goods and travel accessories of leather and leather substitutes",0.697789|0.311996|0.304685|0.244308|0.101870,0.697789,semantic:fsq:retail_clothing;retrieval:strong_separated_hit,REVIEW_REQUIRED,1,LOW_FREQUENCY_RANDOM,TOO_NARROW,REVIEW,,A clothing code matches one label but the combined Foursquare value contains another distinct activity/class.
fsq,"[Business and Professional Services > Laundry Service, Business and Professional Services > Laundromat, Landmarks and Outdoors > Structure]",1,1.2563350695883995e-06,psic,rev5,,,exact,,,category,"Business and Professional Services Laundry Service, Business and Professional Services Laundromat, Landmarks and Outdoors Structure",,,NOT_ACTIVITY,,,,,,rule:high_precision_non_activity,REVIEW_REQUIRED,1,LOW_FREQUENCY_RANDOM,WRONG_KIND,REVIEW,,A clear economic/service activity is present alongside the non-activity label; the whole combined value should not be forced to NOT_ACTIVITY.
fsq,"[Health and Medicine > Hospital, Business and Professional Services > Health and Beauty Service > Skin Care Clinic]",1,1.2563350695883995e-06,psic,rev5,,,exact,,,category,hospital activities,861,Hospital activities,SUBTREE,861,861|8611|8612|86129|86111,"Hospital activities || Public hospital activities || Private hospital activities || Private hospital activities, n.e.c. || Public general hospital activities",1.000000|0.759486|0.757450|0.723632|0.642941,1.000000,semantic:fsq:hospital;retrieval:strong_separated_hit,REVIEW_REQUIRED,1,LOW_FREQUENCY_RANDOM,TOO_NARROW,REVIEW,,Hospital and skin-care clinic labels are distinct activities; a single hospital subtree is overconfident.
fsq,"[Arts and Entertainment > Stadium > Basketball Stadium, Community and Government > Residential Building > Apartment or Condo]",1,1.2563350695883995e-06,psic,rev5,,,exact,,,category,"Arts and Entertainment Stadium Basketball Stadium, Community and Government Residential Building Apartment or Condo",,,NOT_ACTIVITY,,,,,,rule:high_precision_non_activity,REVIEW_REQUIRED,1,STRATIFIED_KIND_SOURCE_FREQ,WRONG_KIND,REVIEW,,A clear economic/service activity is present alongside the non-activity label; the whole combined value should not be forced to NOT_ACTIVITY.
fsq,"[Landmarks and Outdoors > Park > Dog Park, Landmarks and Outdoors > Park > Playground, Landmarks and Outdoors > Beach]",1,1.2563350695883995e-06,psic,rev5,,,exact,,,category,"Landmarks and Outdoors Park Dog Park, Landmarks and Outdoors Park Playground, Landmarks and Outdoors Beach",,,NOT_ACTIVITY,,,,,,rule:high_precision_non_activity,REVIEW_REQUIRED,1,LOW_FREQUENCY_RANDOM,CORRECT,NOT_ACTIVITY,,Semantically defensible at the proposed PSIC hierarchy level.
fsq,"[Retail > Food and Beverage Retail > Health Food Store, Retail > Food and Beverage Retail > Grocery Store > Organic Grocery, Retail > Convenience Store]",1,1.2563350695883995e-06,psic,rev5,,,exact,,,category,retail selling in convenience stores,4711,"Non-specialized retail sale with food, beverages or tobacco predominating",EXACT,47114,47114|47113|47111|47115|47112,Retail selling in convenience stores || Retail selling in sari-sari stores || Retail selling in groceries || Retail selling in pasalubong stores or centers || Retail selling in supermarkets and hypermarkets,1.000000|0.446025|0.441785|0.432407|0.315958,1.000000,semantic:fsq:retail_convenience;retrieval:strong_separated_hit,REVIEW_REQUIRED,1,LOW_FREQUENCY_RANDOM,TOO_NARROW,REVIEW,,Convenience-store code selects one component of a combined source value containing a different retail/service class.
